"","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_degree","two_year_recid","compas_decile_score","id"
"5413",1,1,29,0,0,7,1,1,6,8249
"5414",2,0,20,4,2,6,1,1,10,8250
"5415",6,1,38,0,0,0,1,0,1,8251
"5416",2,0,29,0,0,0,0,0,3,8253
"5417",4,1,34,0,0,1,1,0,1,8254
"5418",2,0,29,0,0,11,1,1,3,8256
"5419",2,0,34,0,0,8,0,0,7,8257
"5420",2,0,26,0,0,6,1,1,7,8258
"5421",2,0,58,0,0,0,1,0,1,8259
"5422",3,0,37,0,0,6,1,1,5,8260
"5423",2,0,23,0,0,1,1,0,8,8261
"5424",1,0,48,0,0,0,0,1,6,8262
"5425",2,0,61,0,0,9,1,0,2,8263
"5426",2,0,30,0,0,1,1,1,3,8264
"5427",2,0,44,0,0,0,1,0,3,8265
"5428",2,0,26,0,0,3,1,0,7,8266
"5429",2,0,46,0,0,3,1,1,3,8267
"5430",1,0,36,0,0,5,1,0,3,8268
"5431",2,1,29,0,1,11,1,1,9,8269
"5432",6,1,23,0,0,0,0,0,6,8277
"5433",2,0,53,0,0,3,1,1,6,8278
"5434",6,0,33,0,0,5,1,0,3,8279
"5435",2,0,35,0,0,8,0,0,6,8280
"5436",1,1,39,0,0,3,1,0,3,8281
"5437",3,0,21,1,0,1,1,1,8,8282
"5438",1,1,26,0,0,2,1,1,6,8283
"5439",2,0,26,1,0,10,1,1,9,8284
"5440",2,0,28,0,0,8,0,1,6,8285
"5441",1,1,21,0,3,3,0,1,7,8287
"5442",2,0,37,0,0,8,1,0,5,8288
"5443",1,0,29,0,0,1,1,0,6,8289
"5444",2,0,22,1,0,12,1,1,10,8290
"5445",2,0,59,0,0,4,0,0,1,8291
"5446",2,0,28,0,8,12,1,1,10,8292
"5447",1,1,56,0,0,0,0,0,1,8294
"5448",1,1,32,0,0,2,0,0,6,8296
"5449",1,0,30,0,0,0,1,0,2,8298
"5450",2,0,27,0,0,2,1,0,4,8299
"5451",6,0,29,0,0,0,1,0,2,8301
"5452",2,0,24,0,0,1,1,0,4,8303
"5453",1,1,27,0,0,6,1,0,10,8304
"5454",2,0,43,0,0,15,0,1,9,8306
"5455",2,1,53,0,0,5,1,0,6,8307
"5456",2,0,27,1,0,6,1,1,7,8308
"5457",2,0,26,0,1,6,0,0,5,8309
"5458",1,1,24,0,0,1,1,0,6,8311
"5459",2,0,30,0,0,0,1,0,6,8312
"5460",6,0,56,0,0,6,1,1,2,8313
"5461",2,0,26,0,0,4,1,0,9,8314
"5462",2,0,24,2,1,3,0,1,6,8315
"5463",3,0,30,0,0,6,0,1,3,8316
"5464",3,0,37,0,0,4,1,0,5,8317
"5465",2,0,54,0,0,4,1,0,1,8318
"5466",3,0,23,0,0,0,1,1,5,8319
"5467",6,0,25,0,0,1,1,1,4,8320
"5468",2,1,48,0,0,18,1,1,6,8321
"5469",2,1,36,0,0,13,1,1,9,8322
"5470",2,0,21,0,0,1,1,1,10,8325
"5471",1,0,26,0,0,10,1,1,5,8326
"5472",1,0,26,0,0,10,0,1,8,8328
"5473",1,0,45,0,0,0,1,0,1,8340
"5474",1,0,47,0,0,1,0,0,5,8341
"5475",3,0,30,0,0,7,1,1,8,8343
"5476",2,0,41,2,0,14,0,1,8,8344
"5477",1,0,50,0,0,1,1,0,2,8347
"5478",1,0,57,0,0,3,0,0,1,8348
"5479",2,0,31,0,0,2,1,0,1,8349
"5480",2,0,21,0,0,0,1,1,7,8350
"5481",2,1,28,1,0,1,0,1,4,8353
"5482",1,0,29,1,0,9,1,1,8,8354
"5483",2,0,28,0,0,2,1,0,4,8355
"5484",1,1,25,0,0,1,0,1,4,8356
"5485",2,0,22,0,0,0,1,1,3,8357
"5486",2,1,21,0,0,0,1,0,6,8358
"5487",1,0,48,0,0,0,1,1,8,8359
"5488",2,0,25,0,0,4,1,1,9,8360
"5489",2,0,37,0,0,7,1,0,7,8361
"5490",1,0,31,0,0,5,1,1,6,8362
"5491",6,0,56,0,0,0,0,0,1,8364
"5492",2,0,24,0,0,0,0,0,3,8365
"5493",2,0,30,0,0,15,1,1,10,8367
"5494",1,0,47,0,0,5,0,0,2,8369
"5495",1,0,66,0,0,2,0,0,3,8373
"5496",2,0,51,0,0,21,1,1,8,8375
"5497",1,0,64,0,0,8,1,1,10,8378
"5498",4,0,76,0,0,0,1,0,1,8379
"5499",1,1,28,0,0,3,1,1,6,8380
"5500",2,0,35,0,0,1,0,0,4,8381
"5501",6,0,44,0,0,6,1,1,1,8382
"5502",2,1,39,0,0,3,1,0,3,8384
"5503",3,0,38,1,0,7,1,1,7,8385
"5504",2,0,24,0,0,0,1,0,5,8386
"5505",1,0,27,0,0,4,1,0,9,8389
"5506",1,0,36,0,0,0,1,0,3,8390
"5507",3,0,20,0,0,0,1,1,6,8392
"5508",2,0,21,0,0,0,1,1,3,8394
"5509",2,0,27,0,0,7,1,1,10,8396
"5510",2,0,28,0,1,18,1,1,9,8399
"5511",3,0,52,0,0,0,0,1,1,8400
"5512",1,0,39,0,0,16,1,1,9,8401
"5513",2,0,19,0,0,0,1,1,4,8403
"5514",1,0,46,0,0,1,1,0,1,8404
"5515",2,0,40,0,0,2,1,0,4,8405
"5516",1,0,30,0,0,5,1,1,8,8406
"5517",1,0,28,0,0,0,1,1,3,8407
"5518",1,0,27,0,0,0,0,0,2,8408
"5519",3,0,23,0,0,3,1,1,7,8409
"5520",2,0,33,2,0,8,1,1,10,8410
"5521",2,0,25,0,0,7,1,0,6,8411
"5522",2,0,25,0,0,3,1,1,5,8413
"5523",1,0,33,0,0,4,1,0,6,8415
"5524",2,1,24,0,0,0,1,0,3,8416
"5525",1,0,44,0,0,0,1,0,7,8418
"5526",2,0,44,0,0,0,1,0,1,8419
"5527",2,1,23,0,0,0,0,0,7,8421
"5528",1,1,31,0,0,2,1,1,8,8422
"5529",2,0,27,0,0,0,1,0,2,8423
"5530",1,1,26,0,0,1,1,1,8,8424
"5531",2,0,57,0,0,16,0,1,5,8425
"5532",1,0,55,0,0,0,1,0,1,8426
"5533",3,0,67,0,0,0,0,1,1,8427
"5534",1,1,36,0,0,7,1,1,6,8428
"5535",3,0,45,0,0,6,1,0,6,8429
"5536",2,0,30,0,0,18,0,1,9,8432
"5537",2,0,34,0,0,0,1,1,8,8434
"5538",2,0,24,0,0,1,1,0,2,8435
"5539",6,0,21,0,0,0,1,1,5,8436
"5540",2,0,42,0,0,7,1,0,1,8437
"5541",1,1,34,0,0,12,1,1,10,8438
"5542",3,0,30,0,0,3,0,0,4,8439
"5543",1,0,40,0,0,6,1,0,4,8440
"5544",3,0,24,0,0,1,1,0,8,8445
"5545",4,0,24,0,0,4,1,1,6,8446
"5546",6,0,30,0,0,13,1,1,9,8447
"5547",2,0,30,0,0,4,1,0,3,8448
"5548",1,0,31,0,0,3,0,1,3,8449
"5549",1,0,33,0,0,2,1,1,3,8450
"5550",1,0,27,0,0,1,0,0,3,8452
"5551",3,0,22,0,0,0,1,1,2,8453
"5552",2,0,37,0,0,3,0,0,3,8456
"5553",2,0,25,0,0,1,1,0,2,8457
"5554",1,0,45,0,0,2,1,0,1,8458
"5555",3,0,22,0,0,1,1,1,2,8461
"5556",1,0,31,0,0,1,1,0,5,8462
"5557",2,0,23,0,0,0,1,0,5,8463
"5558",2,0,21,0,0,0,1,0,4,8465
"5559",2,0,28,0,0,6,0,1,5,8467
"5560",2,0,35,0,0,0,1,0,1,8468
"5561",2,0,29,0,1,4,1,1,4,8469
"5562",2,0,23,0,0,2,1,1,4,8471
"5563",2,0,28,0,0,7,1,1,10,8472
"5564",1,1,34,0,0,0,0,1,7,8473
"5565",1,1,32,0,0,5,1,0,2,8475
"5566",1,0,52,0,0,2,0,0,1,8476
"5567",2,0,25,0,0,2,1,0,4,8477
"5568",1,0,34,0,1,15,1,0,7,8478
"5569",2,0,47,0,0,4,1,1,4,8479
"5570",2,0,50,0,0,9,1,0,9,8482
"5571",2,1,30,0,0,4,1,0,5,8483
"5572",1,0,22,0,0,0,0,1,3,8484
"5573",1,0,53,0,0,1,0,1,1,8485
"5574",2,1,47,0,0,7,1,1,9,8486
"5575",1,0,37,0,0,3,1,0,8,8487
"5576",2,0,37,0,0,8,0,0,5,8488
"5577",2,0,26,0,0,7,1,1,10,8492
"5578",1,1,31,0,0,0,0,0,2,8494
"5579",1,0,20,0,0,0,1,1,3,8496
"5580",2,0,22,0,0,0,1,1,7,8500
"5581",2,0,33,0,0,14,1,1,10,8501
"5582",2,0,30,0,0,1,0,0,2,8503
"5583",1,0,27,0,0,5,1,1,6,8504
"5584",2,0,24,0,0,2,0,1,9,8505
"5585",6,1,20,0,0,1,0,0,4,8507
"5586",2,0,29,0,0,0,0,0,2,8508
"5587",1,0,24,0,0,0,1,0,3,8511
"5588",2,0,44,0,0,29,1,1,9,8512
"5589",1,1,46,0,0,1,0,1,1,8514
"5590",2,1,36,0,0,1,1,0,2,8515
"5591",2,0,23,0,0,0,0,1,3,8517
"5592",2,0,21,0,0,1,1,1,10,8518
"5593",2,0,29,0,0,6,1,1,6,8520
"5594",3,0,25,1,4,10,1,1,9,8522
"5595",3,1,22,0,0,1,1,0,4,8523
"5596",2,0,29,0,0,4,0,0,5,8524
"5597",2,1,26,0,0,0,0,0,9,8526
"5598",1,1,50,0,0,7,0,1,1,8527
"5599",2,0,32,0,0,1,1,0,2,8528
"5600",3,0,45,0,0,0,1,0,1,8530
"5601",2,0,30,0,0,1,1,0,2,8532
"5602",2,0,25,0,0,0,1,0,5,8533
"5603",1,1,44,0,0,10,1,1,5,8534
"5604",2,0,58,0,0,0,1,1,4,8535
"5605",2,0,24,0,0,5,1,0,6,8539
"5606",2,0,20,0,1,1,1,1,10,8543
"5607",1,0,29,0,0,0,0,1,1,8544
"5608",1,0,21,0,0,1,1,0,5,8546
"5609",2,0,38,1,2,22,0,1,9,8548
"5610",3,0,62,0,0,5,1,0,2,8550
"5611",1,1,46,0,0,1,1,0,1,8551
"5612",2,0,29,0,1,17,1,1,10,8552
"5613",2,0,30,0,0,0,1,1,4,8554
"5614",2,0,55,0,0,8,1,1,1,8558
"5615",2,0,25,0,0,10,1,1,9,8559
"5616",1,0,47,0,0,2,0,0,1,8560
"5617",3,0,27,0,0,1,0,0,2,8563
"5618",2,0,30,0,0,13,1,1,10,8565
"5619",2,0,24,0,0,4,1,1,5,8568
"5620",1,0,48,0,0,2,1,1,1,8569
"5621",1,0,45,0,0,0,1,1,6,8570
"5622",2,0,26,0,0,2,0,0,5,8572
"5623",1,1,42,0,0,0,0,0,2,8574
"5624",2,0,34,0,0,1,0,0,2,8575
"5625",2,0,21,0,0,0,0,1,4,8576
"5626",1,1,69,0,0,2,0,0,1,8577
"5627",1,0,24,0,0,5,1,1,5,8578
"5628",2,0,45,0,0,1,0,0,1,8579
"5629",2,0,28,0,0,3,0,0,9,8580
"5630",2,0,25,0,3,8,0,1,8,8583
"5631",2,0,52,0,0,2,0,0,1,8586
"5632",1,0,30,0,0,0,1,0,1,8589
"5633",3,1,26,0,0,0,0,0,3,8590
"5634",6,0,34,0,0,0,1,1,2,8593
"5635",1,0,32,0,1,5,1,1,7,8594
"5636",1,0,47,0,0,11,1,0,4,8595
"5637",2,0,38,0,0,2,0,1,4,8596
"5638",2,0,32,0,0,2,1,0,10,8597
"5639",2,0,23,0,2,4,1,1,7,8598
"5640",3,0,30,0,0,0,0,0,1,8600
"5641",2,0,59,0,0,9,1,1,9,8601
"5642",1,0,24,0,0,5,1,1,7,8602
"5643",2,1,22,0,0,0,1,0,6,8604
"5644",2,0,35,0,0,6,1,0,3,8605
"5645",2,0,24,0,0,0,1,1,7,8606
"5646",2,0,35,0,0,1,0,0,6,8608
"5647",2,0,25,0,0,2,1,0,6,8609
"5648",1,0,58,0,0,3,0,0,2,8610
"5649",2,0,27,0,0,7,1,1,4,8611
"5650",2,0,24,0,0,6,1,1,9,8612
"5651",1,0,33,0,0,2,0,0,2,8613
"5652",1,0,44,0,0,4,1,0,3,8616
"5653",2,0,30,0,0,3,1,0,5,8617
"5654",3,1,39,0,0,2,1,0,2,8618
"5655",1,0,28,0,0,0,1,0,3,8619
"5656",2,0,34,0,0,1,1,0,2,8621
"5657",2,0,26,0,0,1,1,1,8,8622
"5658",2,0,23,0,0,0,1,0,2,8625
"5659",1,0,29,0,0,11,1,1,8,8626
"5660",2,0,31,0,0,0,0,0,4,8627
"5661",6,0,38,0,0,1,1,0,1,8629
"5662",2,0,30,0,0,14,1,1,8,8630
"5663",1,0,21,0,0,2,1,1,4,8633
"5664",2,0,44,0,0,0,1,0,1,8634
"5665",2,0,52,0,0,0,1,0,1,8635
"5666",2,0,30,0,0,6,1,1,5,8636
"5667",2,0,31,0,0,9,1,1,8,8638
"5668",2,1,21,0,1,2,1,0,6,8639
"5669",1,0,77,0,0,1,0,0,1,8641
"5670",1,0,61,0,0,4,1,0,6,8642
"5671",2,1,41,0,0,0,0,0,1,8644
"5672",1,1,24,0,0,0,0,0,5,8646
"5673",2,1,34,0,0,5,1,0,3,8647
"5674",1,0,34,0,0,3,1,1,2,8649
"5675",3,0,27,0,0,1,1,0,3,8650
"5676",2,0,25,0,0,6,0,1,7,8651
"5677",2,0,30,0,0,1,1,0,1,8652
"5678",3,0,59,0,0,0,1,0,1,8653
"5679",1,0,55,0,0,1,1,1,1,8655
"5680",2,1,22,0,1,1,0,0,6,8656
"5681",1,0,32,0,0,0,1,1,6,8657
"5682",2,0,53,0,0,5,0,0,2,8659
"5683",1,0,50,0,0,1,0,0,2,8661
"5684",6,0,26,0,0,1,1,1,4,8663
"5685",3,0,21,0,0,2,1,1,5,8664
"5686",2,0,36,0,0,7,1,1,6,8665
"5687",2,0,35,0,0,16,1,1,8,8667
"5688",1,1,25,0,0,0,0,0,3,8668
"5689",1,1,31,0,0,2,0,0,6,8670
"5690",2,1,26,0,0,1,1,0,5,8672
"5691",1,0,25,0,0,0,0,0,2,8673
"5692",2,0,32,0,0,0,0,0,1,8674
"5693",1,0,40,0,0,5,1,0,3,8675
"5694",2,0,35,0,0,0,1,0,3,8676
"5695",2,0,27,0,0,2,1,0,3,8679
"5696",2,0,33,0,0,12,1,1,9,8681
"5697",4,0,36,0,0,1,1,0,1,8682
"5698",1,0,30,0,0,2,1,0,2,8683
"5699",2,0,30,0,0,0,1,0,4,8684
"5700",2,0,41,0,0,19,1,0,8,8685
"5701",1,1,21,0,0,1,0,0,7,8686
"5702",1,1,29,0,0,0,1,0,7,8688
"5703",1,0,32,0,0,1,0,0,2,8691
"5704",1,0,25,0,0,0,1,0,5,8694
"5705",1,0,50,0,0,0,1,0,1,8695
"5706",1,0,35,0,0,4,1,0,2,8696
"5707",2,0,37,1,0,17,1,1,9,8700
"5708",2,0,43,0,0,4,1,1,1,8701
"5709",1,0,29,0,0,12,0,1,6,8702
"5710",1,1,61,0,0,0,1,0,1,8703
"5711",2,1,22,0,0,4,1,1,9,8705
"5712",1,0,27,0,0,2,1,1,4,8706
"5713",2,0,31,0,0,0,0,0,10,8707
"5714",2,0,44,0,0,12,1,0,9,8708
"5715",2,1,34,0,0,1,0,0,2,8710
"5716",6,0,24,0,0,0,1,0,6,8711
"5717",1,1,34,0,0,1,1,0,6,8712
"5718",2,1,20,0,0,0,0,1,7,8715
"5719",2,0,30,0,0,0,0,0,1,8716
"5720",2,1,43,0,0,0,0,0,1,8717
"5721",1,0,51,0,0,4,1,1,1,8719
"5722",3,0,37,0,0,9,1,0,5,8723
"5723",2,0,42,1,0,7,1,1,9,8724
"5724",3,1,29,0,0,1,1,0,4,8726
"5725",1,0,44,0,0,4,1,0,1,8727
"5726",1,1,24,0,0,0,0,0,6,8728
"5727",1,0,36,0,0,12,1,0,1,8729
"5728",1,0,39,0,0,0,1,1,1,8731
"5729",2,0,32,0,0,2,0,0,5,8732
"5730",2,0,30,0,0,1,1,0,2,8733
"5731",2,0,38,0,0,0,0,0,1,8735
"5732",2,1,27,0,0,8,1,0,6,8737
"5733",1,0,24,0,0,2,0,0,3,8739
"5734",1,1,30,0,0,0,1,1,6,8741
"5735",1,1,43,0,0,0,0,1,2,8742
"5736",2,0,30,6,0,8,0,1,9,8743
"5737",2,0,22,0,0,2,1,1,7,8744
"5738",1,1,26,0,0,1,0,0,4,8745
"5739",1,0,37,0,0,3,1,0,4,8746
"5740",1,0,25,0,0,5,1,1,9,8747
"5741",1,0,65,0,0,1,1,1,3,8748
"5742",6,0,52,0,0,0,1,1,5,8749
"5743",3,0,37,0,0,9,1,0,6,8750
"5744",1,0,29,0,0,1,1,0,1,8752
"5745",1,0,32,0,0,3,1,0,5,8754
"5746",3,0,36,0,0,0,0,1,1,8755
"5747",2,0,21,0,2,8,1,1,9,8756
"5748",1,0,21,0,0,1,1,0,3,8757
"5749",1,0,47,0,0,13,0,1,4,8758
"5750",2,1,36,0,0,4,1,0,2,8759
"5751",2,1,25,0,0,6,1,1,7,8760
"5752",1,0,32,0,0,4,0,1,2,8761
"5753",1,0,43,0,0,1,1,0,1,8762
"5754",2,0,27,0,0,2,1,0,6,8764
"5755",2,0,26,0,0,8,0,1,4,8765
"5756",2,0,21,0,0,1,1,0,3,8768
"5757",4,0,34,0,0,0,0,0,2,8770
"5758",3,0,46,0,0,1,0,0,1,8771
"5759",2,0,40,2,0,23,0,1,6,8773
"5760",1,0,38,0,0,3,0,0,3,8774
"5761",2,0,41,0,0,7,1,0,9,8775
"5762",1,0,25,0,0,7,1,1,10,8776
"5763",1,0,21,0,0,1,1,0,4,8777
"5764",1,1,74,0,0,0,0,0,1,8778
"5765",1,0,41,0,0,5,0,1,4,8781
"5766",2,0,57,0,0,11,1,1,7,8783
"5767",3,1,27,0,0,0,0,0,3,8785
"5768",2,0,30,0,1,1,0,0,2,8786
"5769",1,1,33,0,0,3,1,1,6,8787
"5770",1,0,24,0,0,2,0,0,2,8789
"5771",4,0,52,0,0,0,1,0,1,8790
"5772",1,1,29,0,0,0,0,0,6,8791
"5773",1,1,42,0,0,0,1,1,2,8792
"5774",1,1,30,0,0,1,1,0,2,8794
"5775",2,0,33,0,0,0,1,0,5,8797
"5776",3,0,38,0,0,1,1,0,1,8798
"5777",2,0,21,0,0,2,1,1,6,8799
"5778",1,1,41,0,0,9,0,1,4,8800
"5779",2,1,28,0,0,5,0,0,8,8802
"5780",3,0,28,0,0,3,1,0,8,8803
"5781",2,1,52,0,0,3,1,0,1,8805
"5782",3,0,21,0,0,1,1,0,8,8807
"5783",3,1,22,0,0,1,1,0,5,8809
"5784",3,0,32,0,0,3,1,0,3,8812
"5785",2,0,25,0,0,0,1,1,2,8813
"5786",2,1,27,0,0,0,0,0,3,8814
"5787",1,0,35,0,0,0,1,0,2,8816
"5788",2,0,40,0,0,2,0,0,3,8818
"5789",6,1,29,0,0,0,1,0,3,8819
"5790",2,0,24,0,0,2,0,1,9,8820
"5791",2,0,24,5,1,10,1,1,10,8821
"5792",3,0,36,0,1,26,1,1,10,8823
"5793",2,0,54,0,0,13,1,0,6,8826
"5794",3,0,26,0,0,5,1,0,3,8827
"5795",1,0,50,0,0,1,1,0,2,8828
"5796",2,0,21,0,0,1,1,1,7,8830
"5797",3,0,51,0,0,0,0,0,1,8831
"5798",2,0,24,0,0,2,1,1,5,8832
"5799",2,0,33,0,2,11,1,1,8,8834
"5800",2,0,29,0,0,3,0,0,1,8835
"5801",1,1,25,0,0,0,0,0,4,8838
"5802",2,0,38,0,0,0,1,1,3,8841
"5803",1,0,46,0,0,1,1,0,3,8842
"5804",2,0,33,0,0,9,0,1,7,8843
"5805",3,0,31,0,1,19,1,1,7,8844
"5806",6,0,21,0,0,0,0,0,4,8845
"5807",6,0,60,0,0,1,0,1,1,8846
"5808",2,1,39,0,0,3,1,1,5,8847
"5809",2,0,23,0,0,1,1,0,5,8849
"5810",2,1,23,0,0,3,0,1,5,8852
"5811",2,0,35,0,0,4,1,0,4,8854
"5812",1,0,49,0,0,12,1,1,2,8855
"5813",6,0,26,0,0,1,0,0,4,8856
"5814",1,0,27,0,0,0,0,0,5,8857
"5815",2,0,22,0,1,2,1,0,6,8858
"5816",2,1,29,0,0,0,1,1,4,8859
"5817",2,0,31,0,0,0,0,0,9,8861
"5818",3,0,31,0,0,5,1,1,6,8863
"5819",3,1,29,0,0,0,1,0,3,8864
"5820",1,1,65,0,0,0,1,0,1,8865
"5821",3,1,34,0,0,1,0,0,3,8866
"5822",1,0,24,0,0,6,1,0,10,8867
"5823",2,0,46,0,0,0,0,0,2,8869
"5824",6,0,26,0,0,3,1,0,2,8870
"5825",2,0,20,0,0,0,1,1,4,8871
"5826",2,0,29,0,0,16,1,1,10,8873
"5827",2,0,29,0,0,7,1,0,3,8876
"5828",1,1,56,0,0,3,1,0,1,8877
"5829",2,0,21,0,0,0,1,0,4,8879
"5830",2,0,40,0,0,0,1,1,10,8881
"5831",2,0,22,0,0,2,0,1,9,8882
"5832",1,0,39,0,0,0,0,0,1,8884
"5833",2,0,22,0,1,1,1,1,8,8885
"5834",6,1,27,0,0,5,1,1,6,8887
"5835",1,0,36,0,0,1,1,0,2,8889
"5836",2,0,30,0,0,0,1,0,1,8890
"5837",1,0,56,0,0,17,1,1,4,8891
"5838",2,0,36,0,0,0,0,0,6,8893
"5839",2,0,38,0,0,5,0,0,7,8894
"5840",2,0,32,0,0,0,1,0,1,8897
"5841",2,1,34,0,0,5,1,1,9,8899
"5842",6,0,23,0,0,0,0,0,3,8902
"5843",1,0,52,0,0,0,0,0,1,8905
"5844",1,0,20,0,1,1,1,1,10,8906
"5845",2,0,38,0,0,5,0,0,4,8908
"5846",1,0,46,0,0,0,0,0,1,8909
"5847",2,0,27,0,0,0,1,1,4,8910
"5848",2,0,20,0,0,2,1,1,3,8914
"5849",2,1,51,0,0,1,0,0,1,8916
"5850",1,1,29,0,0,1,1,1,2,8918
"5851",2,1,35,0,0,7,1,1,2,8920
"5852",1,0,37,0,0,1,0,1,1,8921
"5853",1,0,63,0,0,0,1,0,1,8922
"5854",2,0,27,0,0,2,1,0,6,8923
"5855",2,0,27,0,0,1,1,1,4,8924
"5856",2,0,27,0,0,0,1,0,5,8925
"5857",2,0,24,0,0,2,0,1,6,8926
"5858",3,0,30,0,0,1,1,1,2,8929
"5859",2,0,32,0,1,13,0,1,8,8930
"5860",1,0,25,0,0,4,1,1,10,8933
"5861",2,0,24,2,1,10,0,0,9,8935
"5862",2,0,27,0,0,0,0,0,1,8936
"5863",2,1,48,0,0,0,0,0,5,8938
"5864",2,1,26,0,0,1,0,0,4,8939
"5865",6,0,58,0,0,0,1,0,1,8940
"5866",1,0,23,0,0,1,1,1,5,8941
"5867",1,0,22,0,1,3,0,1,4,8942
"5868",2,1,51,0,0,4,1,0,1,8943
"5869",2,0,41,0,0,0,1,0,1,8944
"5870",2,0,21,0,0,0,1,0,7,8945
"5871",2,0,32,0,0,1,0,0,7,8946
"5872",6,0,26,0,0,0,0,0,2,8948
"5873",2,1,39,0,0,3,0,0,6,8949
"5874",6,1,48,0,0,0,0,0,1,8950
"5875",1,0,46,0,0,0,0,0,1,8954
"5876",3,0,56,0,0,2,0,0,8,8955
"5877",2,0,22,0,0,1,0,1,7,8957
"5878",6,0,33,0,1,7,1,1,8,8959
"5879",2,0,36,0,0,2,1,1,4,8960
"5880",5,0,20,0,1,1,1,1,9,8961
"5881",1,0,32,0,0,0,0,0,3,8962
"5882",2,0,38,0,0,17,0,1,4,8964
"5883",3,0,64,0,0,1,0,0,1,8967
"5884",2,0,22,0,0,1,1,1,5,8969
"5885",1,0,69,0,0,0,0,1,1,8970
"5886",2,0,26,0,0,2,1,0,4,8971
"5887",2,1,27,0,0,1,0,1,6,8972
"5888",1,1,30,0,0,1,0,0,6,8973
"5889",2,0,22,0,0,2,1,0,8,8974
"5890",1,1,43,0,0,0,1,0,1,8976
"5891",3,0,24,0,0,0,1,1,1,8980
"5892",1,0,22,0,0,2,0,1,4,8981
"5893",1,1,55,0,0,0,0,0,1,8983
"5894",3,0,34,0,0,0,0,0,1,8984
"5895",2,0,20,0,0,1,1,0,2,8988
"5896",2,0,22,0,0,1,0,1,7,8989
"5897",2,0,29,0,4,15,1,1,9,8991
"5898",1,0,33,0,0,9,1,1,9,8992
"5899",1,0,55,0,0,7,1,0,8,8995
"5900",2,0,22,0,0,1,1,0,6,8996
"5901",2,0,55,0,0,1,1,0,1,8997
"5902",1,1,43,0,0,0,1,1,1,8998
"5903",2,0,21,0,0,0,1,1,10,8999
"5904",2,0,38,1,0,6,1,0,4,9003
"5905",2,0,23,0,0,0,1,0,2,9004
"5906",1,1,28,0,0,1,0,0,5,9005
"5907",6,0,45,0,0,0,1,0,1,9008
"5908",2,0,39,0,0,1,1,0,1,9010
"5909",1,0,79,0,0,1,0,0,1,9012
"5910",1,0,48,0,0,1,1,0,1,9013
"5911",3,0,20,0,2,2,1,1,8,9017
"5912",2,0,31,1,0,5,0,0,8,9018
"5913",1,0,30,0,1,4,0,1,5,9020
"5914",2,0,32,0,0,5,1,1,4,9022
"5915",1,0,56,0,0,1,0,0,1,9023
"5916",2,1,28,0,0,0,0,1,8,9027
"5917",2,0,43,0,0,2,0,0,1,9028
"5918",3,0,20,0,0,0,1,0,3,9030
"5919",2,0,27,0,0,21,1,1,7,9031
"5920",2,0,41,0,0,0,0,0,6,9032
"5921",6,0,24,0,0,1,1,0,3,9033
"5922",2,0,43,0,0,3,0,1,1,9034
"5923",2,1,33,0,0,1,1,0,1,9038
"5924",2,0,22,0,0,0,1,0,3,9039
"5925",2,0,34,0,0,3,1,0,1,9040
"5926",1,0,36,0,0,0,0,0,1,9041
"5927",1,0,69,0,0,0,1,0,5,9042
"5928",1,0,32,0,0,5,1,1,5,9043
"5929",2,0,22,0,0,1,1,1,7,9044
"5930",1,0,46,0,0,0,1,0,5,9045
"5931",1,0,34,0,0,1,0,0,5,9046
"5932",3,1,32,0,0,0,0,0,1,9047
"5933",2,0,39,0,0,0,0,0,1,9049
"5934",2,0,25,0,0,6,0,1,7,9054
"5935",3,1,21,0,0,0,0,1,4,9055
"5936",2,0,63,0,0,9,1,1,6,9056
"5937",1,0,24,0,0,8,1,1,4,9058
"5938",1,0,29,0,0,2,0,0,5,9060
"5939",2,0,20,0,3,3,1,1,8,9061
"5940",1,1,40,0,0,0,0,0,5,9062
"5941",2,0,30,0,0,7,1,1,8,9064
"5942",1,0,36,0,0,10,0,1,5,9067
"5943",1,0,50,0,0,5,1,0,7,9070
"5944",2,0,37,0,0,4,0,1,7,9072
"5945",2,0,34,0,0,1,1,0,7,9074
"5946",3,1,35,0,0,0,1,0,2,9075
"5947",2,1,31,0,0,1,0,1,2,9076
"5948",1,0,23,0,0,10,1,0,7,9077
"5949",3,0,22,0,0,0,1,1,4,9079
"5950",1,0,37,0,0,2,1,1,1,9080
"5951",6,0,20,0,0,0,1,0,4,9081
"5952",2,0,54,0,0,22,1,1,7,9083
"5953",1,0,26,0,0,2,1,0,5,9085
"5954",2,0,34,0,0,12,1,1,9,9086
"5955",1,0,59,0,0,2,0,1,1,9087
"5956",1,0,45,0,0,2,1,0,2,9088
"5957",1,0,37,0,0,2,0,0,2,9089
"5958",6,0,38,0,0,0,1,1,1,9091
"5959",1,0,45,0,0,1,1,1,1,9092
"5960",2,0,22,0,0,1,1,0,8,9093
"5961",2,0,24,0,0,3,1,1,8,9094
"5962",2,0,25,0,0,5,1,0,5,9096
"5963",2,0,24,0,0,6,1,1,6,9097
"5964",2,1,52,0,0,3,0,0,3,9099
"5965",2,0,20,0,0,1,0,1,4,9102
"5966",2,0,32,0,0,6,1,0,6,9104
"5967",1,1,32,0,0,2,1,1,2,9106
"5968",1,0,39,0,0,8,1,0,6,9109
"5969",2,0,49,0,0,3,1,1,8,9110
